,Id,postera_SAScore,postera_minNumSteps
3071,DRA-CSI-47e38074-11,0.0,0.0
3072,DRA-CSI-47e38074-12,0.0,0.0
3073,DRA-CSI-47e38074-13,0.0,0.0
3074,DRA-CSI-47e38074-14,0.05353015,0.0
3075,DRA-CSI-47e38074-15,0.0,0.0
3076,DRA-CSI-47e38074-16,0.090440825,0.0
3077,DAN-MCD-5c762fbe-1,0.07723186,0.0
3078,VIK-SYN-bf9c9ac8-1,0.0937473,1.0
3079,VIK-SYN-bf9c9ac8-2,0.08412334,0.0
3080,VIK-SYN-bf9c9ac8-3,0.08530095,1.0
3081,VIK-SYN-bf9c9ac8-4,0.053414315,0.0
3082,VIK-SYN-bf9c9ac8-5,0.13502629,1.0
3083,VIK-SYN-bf9c9ac8-6,0.162157,1.0
3084,VIK-SYN-bf9c9ac8-7,0.0,0.0
3085,VIK-SYN-bf9c9ac8-8,0.20603378,2.0
3086,JAG-SYN-9c2cd0bd-1,0.0,0.0
3087,JAG-SYN-9c2cd0bd-2,0.088883236,1.0
3088,JAG-SYN-9c2cd0bd-3,0.07660009,0.0
3089,JAG-SYN-9c2cd0bd-4,0.086828746,1.0
3090,JAG-SYN-9c2cd0bd-5,0.24378522,1.0
3091,JAG-SYN-9c2cd0bd-6,0.053572763,0.0
3092,JAG-SYN-9c2cd0bd-7,0.16053995,1.0
3093,JAG-SYN-9c2cd0bd-8,0.11604775,1.0
3094,JAG-SYN-9c2cd0bd-9,0.08113549,1.0
3095,JAG-SYN-9c2cd0bd-10,0.054747388,0.0
3096,JAG-SYN-9c2cd0bd-11,0.08027728,1.0
3097,JAG-SYN-9c2cd0bd-12,0.15708888,1.0
3098,JAG-SYN-9c2cd0bd-13,0.11771615,1.0
3099,JAG-SYN-9c2cd0bd-14,0.10917107,1.0
3100,JAG-SYN-9c2cd0bd-15,0.11034735,1.0
3101,VIK-SYN-9a3d118a-1,0.07645835,0.0
3102,VIK-SYN-9a3d118a-3,0.08442195,1.0
3103,VIK-SYN-9a3d118a-5,0.053610403,0.0
3104,VIK-SYN-9a3d118a-7,0.13588092,1.0
3105,VIK-SYN-9a3d118a-8,0.086012535,1.0
3106,MAN-SYN-45e45961-1,0.20449363,1.0
3107,MAN-SYN-45e45961-2,0.18935382,2.0
3108,MAN-SYN-45e45961-3,0.1800745,2.0
3109,MAN-SYN-45e45961-4,0.31914845,2.0
3110,MAN-SYN-45e45961-5,0.2926707,3.0
3111,MAN-SYN-45e45961-6,0.15485778,1.0
3112,MAN-SYN-45e45961-7,0.22449662,2.0
3113,MAN-SYN-45e45961-8,0.24755499,2.0
3114,MAN-SYN-45e45961-9,0.3223427,3.0
3115,MAN-SYN-45e45961-10,0.17777619,2.0
3116,SAN-PRI-c9355cc8-1,0.0,0.0
3117,SAN-PRI-c9355cc8-2,0.1501264,1.0
3118,SAN-PRS-52b81272-1,0.0,0.0
3119,SAN-PRS-52b81272-2,0.0,0.0
3120,SAN-PRS-52b81272-3,1.0,0.0
3121,SAN-PRS-c955de36-1,0.0,0.0
3122,SAN-PRS-3c4a6997-1,0.0,0.0
3123,SAN-PRS-3c4a6997-2,0.0,0.0
3124,SAN-PRS-3c4a6997-3,0.080990836,0.0
3125,SAN-PRS-3c4a6997-4,0.08443332,1.0
3126,SAN-PRS-3c4a6997-5,0.08252936,1.0
3127,SAN-PRS-3c4a6997-6,0.61842155,
3128,SAN-PRS-3c4a6997-7,0.37456784,3.0
3129,SAN-PRS-3c4a6997-8,0.48444322,2.0
3130,SAN-PRS-3c4a6997-9,0.08880463,1.0
3131,SAN-PRS-3c4a6997-10,0.1674201,2.0
3132,SAN-PRS-3c4a6997-11,0.09340837,1.0
3133,SAN-PRS-3c4a6997-12,0.08515446,1.0
3134,IND-SYN-a2b2ab0e-2,0.052849,0.0
3135,IND-SYN-a2b2ab0e-1,0.052846674,0.0
3136,IND-SYN-a2b2ab0e-3,0.05284863,0.0
3137,IND-SYN-a2b2ab0e-4,0.05285042,0.0
3138,IND-SYN-8f867502-3,0.616978,
3139,IND-SYN-2c708b29-5,0.0,0.0
3140,ATU-SYN-3e3fbfe4-1,0.6454016,
3141,SWA-SYN-59528602-1,0.08058209,0.0
3142,IND-SYN-6c8299e8-11,0.08071767,1.0
3143,IND-SYN-6c8299e8-5,0.054113925,0.0
3144,DAN-MCD-50ec7d1f-1,0.08488147,1.0
3145,WES-WAB-6f418dc2-1,0.1415955,1.0
3146,IND-SYN-8f867502-1,0.19561705,2.0
3147,IND-SYN-8f867502-2,0.028635763,0.0
3148,IND-SYN-6c8299e8-1,0.14663036,0.0
3149,IND-SYN-6c8299e8-2,1.0,0.0
3150,IND-SYN-6c8299e8-3,0.24190797,1.0
3151,IND-SYN-6c8299e8-4,0.11322247,1.0
3152,IND-SYN-6c8299e8-6,0.15474509,0.0
3153,IND-SYN-6c8299e8-7,0.0,0.0
3154,SWA-SYN-d2e6fa14-10,0.08296394,1.0
3155,IND-SYN-6c8299e8-9,0.077889815,0.0
3156,IND-SYN-6c8299e8-10,0.1564982,1.0
3157,IND-SYN-6c8299e8-12,0.12278248,0.0
3158,IND-SYN-8bc6954a-1,0.13818476,1.0
3159,IND-SYN-8bc6954a-2,0.053605724,0.0
3160,SWA-SYN-59528602-2,0.086970426,1.0
3161,SWA-SYN-59528602-3,1.0,1.0
3162,SWA-SYN-40d44a84-1,0.053284824,0.0
3163,SWA-SYN-40d44a84-2,0.091178335,1.0
3164,SWA-SYN-40d44a84-3,0.16069429,2.0
3165,SWA-SYN-40d44a84-4,0.052983023,0.0
3166,SWA-SYN-40d44a84-5,0.08053812,1.0
3167,SWA-SYN-d2e6fa14-1,0.08243524,0.0
3168,SWA-SYN-d2e6fa14-2,0.18245861,1.0
3169,SWA-SYN-d2e6fa14-3,0.08226508,0.0
3170,SWA-SYN-d2e6fa14-4,0.05485975,0.0
3171,SWA-SYN-d2e6fa14-5,0.21769987,1.0
3172,SWA-SYN-d2e6fa14-6,0.1362433,1.0
3173,SWA-SYN-d2e6fa14-7,0.08737668,1.0
3174,SWA-SYN-d2e6fa14-8,0.053079713,0.0
3175,SWA-SYN-d2e6fa14-9,0.0,0.0
3176,IND-SYN-2c708b29-1,0.08020746,1.0
3177,IND-SYN-2c708b29-2,0.053319164,0.0
3178,IND-SYN-2c708b29-3,0.08436369,1.0
3179,IND-SYN-2c708b29-4,0.0,0.0
3180,RAM-SYN-2a37ce6c-1,0.4359371,3.0
3181,RAM-SYN-2a37ce6c-2,0.9445125,
3182,RAM-SYN-2a37ce6c-3,0.26620287,2.0
3183,RAM-SYN-2a37ce6c-4,0.9419843,
3184,RAM-SYN-2a37ce6c-5,0.44754183,3.0
3185,RAM-SYN-2a37ce6c-6,0.7037487,
3186,RAM-SYN-2a37ce6c-7,0.70608026,
3187,RAM-SYN-2a37ce6c-8,0.5279035,3.0
3188,RAM-SYN-2a37ce6c-9,0.41536996,3.0
3189,MED-UNK-7e7dab56-1,0.35011742,2.0
3190,MED-UNK-7e7dab56-2,0.42361692,3.0
3191,MED-UNK-7e7dab56-3,0.42182642,3.0
3192,MED-UNK-7e7dab56-4,0.40901336,3.0
3193,MED-UNK-7e7dab56-5,0.40664807,3.0
3194,MED-UNK-7e7dab56-6,0.4229951,3.0
3195,MED-UNK-7e7dab56-7,0.42593127,3.0
3196,MED-UNK-7e7dab56-8,0.42339918,3.0
3197,MED-UNK-7e7dab56-9,0.42477566,3.0
3198,MED-UNK-7e7dab56-10,0.4243908,3.0
3199,MED-UNK-7e7dab56-11,0.41901994,3.0
3200,DRA-CSI-0a78d9ba-1,0.08430762,1.0
3201,DRA-CSI-0a78d9ba-2,0.08452226,1.0
3202,DRA-CSI-0a78d9ba-3,0.08453809,1.0
3203,DRA-CSI-0a78d9ba-4,0.08573711,1.0
3204,DRA-CSI-0a78d9ba-5,0.1655308,2.0
3205,DRA-CSI-0a78d9ba-6,0.16775872,2.0
3206,DRA-CSI-0a78d9ba-7,0.16504192,2.0
3207,DRA-CSI-0a78d9ba-8,0.19108568,3.0
3208,DRA-CSI-0a78d9ba-9,0.18274401,2.0
3209,DRA-CSI-0a78d9ba-10,0.16895574,2.0
3210,DRA-CSI-0a78d9ba-11,0.17185932,2.0
3211,DRA-CSI-0a78d9ba-12,0.17204933,2.0
3212,DRA-CSI-0a78d9ba-13,0.08462754,1.0
3213,DRA-CSI-0a78d9ba-14,0.18587555,2.0
3214,DRA-CSI-0a78d9ba-15,0.19020666,2.0
3215,DRA-CSI-0a78d9ba-16,0.19280703,2.0
3216,DRA-CSI-7ec17797-1,0.08390387,1.0
3217,DRA-CSI-7ec17797-2,0.0850297,1.0
3218,DRA-CSI-7ec17797-3,0.087087385,1.0
3219,DRA-CSI-7ec17797-4,0.08551633,1.0
3220,DRA-CSI-7ec17797-5,0.2652486,3.0
3221,DRA-CSI-7ec17797-6,0.08548885,1.0
3222,DRA-CSI-7ec17797-7,0.08491105,1.0
3223,DRA-CSI-7ec17797-9,0.08996406,1.0
3224,DRA-CSI-7ec17797-10,0.0915349,1.0
3225,DRA-CSI-7ec17797-12,0.13114,1.0
3226,DRA-CSI-7ec17797-13,0.08541087,1.0
3227,DRA-CSI-7ec17797-14,0.08980065,1.0
3228,DRA-CSI-7ec17797-15,0.16512479,2.0
3229,DRA-CSI-7ec17797-16,0.16851604,2.0
3230,DRA-CSI-7ec17797-17,0.16540872,2.0
3231,DRA-CSI-7ec17797-18,0.08290118,0.0
3232,DRA-CSI-7ec17797-19,0.08276957,1.0
3233,MED-UNK-28939ac5-1,0.5162393,4.0
3234,MED-UNK-28939ac5-2,0.51335335,4.0
3235,MED-UNK-28939ac5-3,0.5114472,4.0
3236,MED-UNK-28939ac5-4,0.5111281,4.0
3237,MED-UNK-28939ac5-5,0.5113825,4.0
3238,MED-UNK-28939ac5-6,0.606303,4.0
3239,MED-UNK-28939ac5-7,0.5660194,4.0
3240,MED-UNK-28939ac5-8,0.61766434,4.0
3241,MED-UNK-28939ac5-9,0.51086724,4.0
3242,MED-UNK-28939ac5-10,0.5108399,4.0
3243,MED-UNK-28939ac5-11,0.51152843,4.0
3244,MED-UNK-28939ac5-12,0.5108218,4.0
3245,MED-UNK-28939ac5-13,0.5130149,4.0
3246,DRA-CSI-3ab97369-1,0.08316535,1.0
3247,DRA-CSI-3ab97369-2,0.088527985,1.0
3248,DRA-CSI-3ab97369-3,0.08456934,1.0
3249,DRA-CSI-3ab97369-4,0.16638663,2.0
3250,DRA-CSI-3ab97369-5,0.16491686,2.0
3251,DRA-CSI-3ab97369-6,0.17566104,2.0
3252,DRA-CSI-3ab97369-7,0.16623698,2.0
3253,DRA-CSI-3ab97369-8,0.16200995,1.0
3254,DRA-CSI-3ab97369-9,0.16127086,1.0
3255,DRA-CSI-3ab97369-10,0.15646502,1.0
3256,DRA-CSI-3ab97369-11,0.18727706,2.0
3257,DRA-CSI-3ab97369-12,0.19581947,2.0
3258,MAT-POS-bfefc3ea-1,0.0,0.0
3259,MAT-POS-bfefc3ea-2,0.0,0.0
3260,MAT-POS-bfefc3ea-3,0.0,0.0
3261,MAT-POS-bfefc3ea-4,0.0,0.0
3262,SID-ELM-1f105489-1,0.087269634,1.0
3263,SID-ELM-1f105489-2,0.09978166,1.0
3264,SID-ELM-1f105489-3,0.37131533,2.0
3265,SID-ELM-1f105489-4,0.36512765,3.0
3266,SID-ELM-1f105489-5,0.50485784,
3267,SID-ELM-1f105489-6,0.23497856,2.0
3268,SID-ELM-1f105489-7,0.21437293,2.0
3269,SID-ELM-1f105489-8,0.19054997,2.0
3270,SID-ELM-1f105489-9,0.084623285,1.0
3271,SID-ELM-1f105489-10,0.088750444,1.0
3272,SID-ELM-1f105489-11,0.08758883,1.0
3273,SID-ELM-1f105489-12,0.42493173,2.0
3274,SID-ELM-1f105489-13,0.54677856,
3275,SID-ELM-1f105489-14,0.5071938,
3276,SID-ELM-1f105489-15,0.22057754,2.0
3277,SID-ELM-1f105489-16,0.19257665,2.0
3278,SID-ELM-1f105489-17,0.20410226,2.0
3279,SID-ELM-8b394441-1,0.05382986,0.0
3280,SID-ELM-8b394441-2,0.053342286,0.0
3281,SID-ELM-8b394441-3,0.0,0.0
3282,SID-ELM-8b394441-4,0.053199694,0.0
3283,SID-ELM-8b394441-5,0.08372898,1.0
3284,SID-ELM-8b394441-6,0.09464792,1.0
3285,SID-ELM-8b394441-7,0.09502628,1.0
3286,SID-ELM-8b394441-8,0.21647742,2.0
3287,SID-ELM-8b394441-9,0.18456972,1.0
3288,SID-ELM-8b394441-10,0.17193721,2.0
3289,SID-ELM-8b394441-11,0.28861222,2.0
3290,SID-ELM-8b394441-12,0.17874913,2.0
3291,SID-ELM-8b394441-13,0.19281332,2.0
3292,SID-ELM-8b394441-14,0.19998914,2.0
3293,SID-ELM-8b394441-15,0.18699853,2.0
3294,SID-ELM-8b394441-16,0.08252042,1.0
3295,SID-ELM-8b394441-17,0.09139853,1.0
3296,SID-ELM-8b394441-18,0.09046984,1.0
3297,SID-ELM-8b394441-19,0.20413339,2.0
3298,SID-ELM-8b394441-20,0.17979935,1.0
3299,SID-ELM-8b394441-21,0.16533957,1.0
3300,SID-ELM-8b394441-22,0.27992266,2.0
3301,SID-ELM-8b394441-23,0.17208567,2.0
3302,SID-ELM-8b394441-24,0.11841608,1.0
3303,SID-ELM-8b394441-25,0.1993484,2.0
3304,SID-ELM-8b394441-26,0.17623125,2.0
3305,SID-ELM-433ea7f3-1,0.36655697,3.0
3306,SID-ELM-433ea7f3-2,0.36051285,3.0
3307,SID-ELM-433ea7f3-3,0.28159156,2.0
3308,SID-ELM-433ea7f3-4,0.8236715,5.0
3309,NIC-BIO-25446079-1,0.055751234,0.0
3310,NIC-BIO-25446079-2,0.05421892,0.0
3311,NIC-BIO-25446079-3,0.0539647,0.0
3312,NIC-BIO-25446079-4,0.05419644,0.0
3313,NIC-BIO-2722da07-1,0.21910727,1.0
3314,NIC-BIO-2722da07-2,0.21662863,1.0
3315,NIC-BIO-96ee2ca4-1,0.20535435,1.0
3316,NIC-BIO-96ee2ca4-2,0.21047924,1.0
3317,NIC-BIO-f814dd3d-1,0.12372939,0.0
3318,MED-UNK-e6e8ef8a-1,0.15366124,1.0
3319,MED-UNK-e6e8ef8a-2,0.089229435,1.0
3320,MED-UNK-e6e8ef8a-3,0.053942434,0.0
3321,MED-UNK-e6e8ef8a-4,0.16364798,0.0
3322,MED-UNK-e6e8ef8a-5,0.22218055,1.0
3323,MED-UNK-e6e8ef8a-6,0.054666717,0.0
3324,MED-UNK-e6e8ef8a-7,0.124043524,0.0
3325,MED-UNK-e6e8ef8a-8,0.12899388,1.0
3326,JEF-THE-add32b9a-1,0.0,0.0
3327,MED-COV-dea4df70-1,0.3177206,2.0
3328,LON-WEI-8f408cad-1,0.0,0.0
3329,LON-WEI-8f408cad-2,1.0,0.0
3330,LON-WEI-8f408cad-3,0.0,0.0
3331,LON-WEI-8f408cad-4,0.0,0.0
3332,LON-WEI-8f408cad-5,0.0,0.0
3333,LON-WEI-8f408cad-7,0.0,0.0
3334,LON-WEI-8f408cad-8,0.13321552,0.0
3335,LON-WEI-8f408cad-9,0.21161345,1.0
3336,LON-WEI-8f408cad-10,0.09847576,0.0
3337,MEV-UNK-0bf23af6-1,1.0,
3338,JAN-GHE-f375bf5b-1,0.32051167,2.0
3339,IAN-BAS-a0d88a3d-1,0.21427129,2.0
3340,IAN-BAS-5ff43d1c-1,0.250058,3.0
3341,BEN-BAS-ec4a2f8b-1,0.17494825,2.0
3342,NIC-BIO-a68395b7-1,0.1235986,0.0
3343,NIC-BIO-a68395b7-2,0.123742595,0.0
3344,NIC-BIO-a68395b7-3,0.12399325,0.0
3345,NIC-BIO-a68395b7-4,0.123799294,0.0
3346,NIC-BIO-a68395b7-5,0.0,0.0
3347,BEN-BAS-d50bea19-1,0.18075506,2.0
3348,IAN-BAS-a5a0ad12-1,0.17583916,2.0
3349,BEN-BAS-589c65df-1,0.33958328,3.0
3350,IAN-BAS-df1706d7-1,0.1610661,2.0
3351,BEN-BAS-2a7c309d-1,0.13544062,1.0
3352,IAN-BAS-0bc4bd27-1,0.33527058,3.0
3353,BEN-BAS-e0d85f98-1,0.13491814,1.0
3354,IAN-BAS-0ac8c25d-1,0.13787062,1.0
3355,BEN-BAS-3b12fa42-1,0.24561346,2.0
3356,IAN-BAS-e945b602-1,0.14067322,1.0
3357,BEN-BAS-26f6b627-1,0.14517981,1.0
3358,IAN-BAS-daf5a467-1,0.088948414,1.0
3359,NIC-BIO-7d400292-1,0.16259223,1.0
3360,NIC-BIO-7d400292-2,0.15946506,1.0
3361,NIC-BIO-7d400292-3,0.15966132,1.0
3362,NIC-BIO-7d400292-4,0.15907298,1.0
3363,BEN-BAS-edf2ae6d-1,0.5097921,4.0
3364,BEN-BAS-bba3cb69-1,0.24092841,2.0
3365,IAN-BAS-b0010df8-1,0.14287834,1.0
3366,BEN-BAS-c3742787-1,0.22961147,2.0
3367,IAN-BAS-44680fdf-1,0.16243145,2.0
3368,IAN-BAS-d38e7e67-1,0.4652735,4.0
3369,JUA-UNI-b93289a4-1,0.12387654,0.0
3370,JUA-UNI-b93289a4-2,0.05375301,0.0
3371,JUA-UNI-b93289a4-3,0.053856142,0.0
3372,JUA-UNI-b93289a4-4,0.12383485,0.0
3373,JUA-UNI-b93289a4-5,0.09135948,1.0
3374,JUA-UNI-b93289a4-6,0.15397061,1.0
3375,JUA-UNI-b93289a4-7,0.12410963,0.0
3376,NIC-BIO-3276ca7f-1,0.16165918,1.0
3377,NIC-BIO-3276ca7f-2,0.1607384,1.0
3378,NIC-BIO-3276ca7f-3,0.23416215,2.0
3379,NIC-BIO-3276ca7f-4,0.1602734,1.0
3380,NIC-BIO-3276ca7f-5,0.15915816,1.0
3381,NIC-BIO-3276ca7f-6,0.15931003,1.0
3382,NIC-BIO-3276ca7f-7,0.0,0.0
3383,NIC-BIO-b40446ce-1,0.26051998,2.0
3384,NIC-BIO-b40446ce-2,0.26223737,2.0
3385,ALP-POS-8df010a9-1,0.20058535,0.0
3386,JUA-UNI-a9dfaed1-1,0.0,0.0
3387,JUA-UNI-a9dfaed1-2,0.0,0.0
3388,JUA-UNI-a9dfaed1-3,0.0,0.0
3389,JUA-UNI-a9dfaed1-4,0.16071558,1.0
3390,JUA-UNI-a9dfaed1-5,0.0,0.0
3391,JUA-UNI-a9dfaed1-6,0.15664575,1.0
3392,JUA-UNI-a9dfaed1-7,0.0,0.0
3393,SIM-DEM-5935bd74-2,0.09243237,1.0
3394,SIM-DEM-5935bd74-3,0.17033698,2.0
3395,SIM-DEM-5935bd74-4,0.094014175,1.0
3396,SIM-DEM-5935bd74-5,0.9828804,
3397,SIM-DEM-5935bd74-6,0.9041554,
3398,SIM-DEM-5935bd74-7,0.087898396,1.0
3399,SIM-DEM-5935bd74-8,1.0,
3400,PAT-GYR-de8eec61-1,0.09757643,1.0
3401,PAT-GYR-de8eec61-2,0.104610726,1.0
3402,PAT-GYR-de8eec61-3,0.16061507,1.0
3403,PAT-GYR-de8eec61-4,0.08286319,1.0
3404,PAT-GYR-de8eec61-5,0.08283804,1.0
3405,PAT-GYR-de8eec61-6,0.08546328,1.0
3406,PAT-GYR-de8eec61-7,0.08592304,1.0
3407,DAV-IMP-59dd6621-1,0.0,0.0
3408,DAV-IMP-59dd6621-2,0.0,0.0
3409,DAV-IMP-59dd6621-3,0.14764908,1.0
3410,DAV-IMP-59dd6621-4,0.0,0.0
3411,DAV-IMP-59dd6621-5,0.0,0.0
3412,DAV-IMP-59dd6621-6,0.028585877,0.0
3413,DAV-IMP-59dd6621-7,0.0,0.0
3414,DAV-IMP-59dd6621-8,0.0,0.0
3415,DAV-IMP-59dd6621-9,0.0,0.0
3416,DAV-IMP-59dd6621-10,0.0,0.0
3417,DAV-IMP-59dd6621-11,0.0,0.0
3418,DAV-IMP-59dd6621-12,0.0,0.0
3419,DAV-IMP-59dd6621-13,0.0,0.0
3420,DAV-IMP-59dd6621-14,0.0,0.0
3421,DAV-IMP-59dd6621-15,0.0,0.0
3422,DAV-IMP-59dd6621-16,0.0,0.0
3423,DAV-IMP-59dd6621-17,0.08672262,1.0
3424,DAV-IMP-59dd6621-18,0.0,0.0
3425,DAV-IMP-59dd6621-19,0.0,0.0
3426,DAV-IMP-59dd6621-20,0.19691649,1.0
3427,DAV-IMP-59dd6621-21,0.08220573,0.0
3428,DAV-IMP-59dd6621-22,0.08528701,1.0
3429,DAV-IMP-59dd6621-23,0.08618421,1.0
3430,DAV-IMP-59dd6621-24,0.24525091,2.0
3431,DAV-IMP-59dd6621-25,0.13614887,1.0
3432,DAV-IMP-59dd6621-26,0.16496168,1.0
3433,DAV-IMP-59dd6621-27,0.08953005,1.0
3434,DAV-IMP-59dd6621-28,0.19962299,1.0
3435,DAV-IMP-59dd6621-29,0.08951569,1.0
3436,DAV-IMP-59dd6621-30,0.0,0.0
3437,AAR-POS-dddeddbf-1,0.0,0.0
3438,AAR-POS-dddeddbf-2,0.0,0.0
3439,AAR-POS-dddeddbf-3,0.0,0.0
3440,AAR-POS-dddeddbf-4,0.0,0.0
3441,AAR-POS-dddeddbf-5,0.19711429,0.0
3442,MAK-MCD-5988fef6-1,0.16238125,2.0
3443,MAK-MCD-586a6efd-1,0.35306433,4.0
3444,JOH-UNI-c7afdb96-1,0.0,0.0
3445,JOH-UNI-c7afdb96-2,0.0,0.0
3446,JOH-UNI-c7afdb96-3,0.0,0.0
3447,JOH-UNI-c7afdb96-4,0.122587755,0.0
3448,JOH-UNI-c7afdb96-5,0.0,0.0
3449,JOH-UNI-c7afdb96-6,0.0,0.0
3450,JOH-UNI-c7afdb96-7,0.0,0.0
3451,JOH-UNI-c7afdb96-8,0.0,0.0
3452,JOH-UNI-c7afdb96-9,0.0,0.0
3453,JOH-UNI-c7afdb96-10,0.0,0.0
3454,JOH-UNI-c7afdb96-11,0.0,0.0
3455,JOH-UNI-c7afdb96-12,0.0,0.0
3456,JOH-UNI-c7afdb96-13,0.0,0.0
3457,JOH-UNI-c7afdb96-14,0.0,0.0
3458,JOH-UNI-c7afdb96-15,0.05848225,0.0
3459,JOH-UNI-c7afdb96-16,0.0,0.0
3460,JOH-UNI-c7afdb96-17,0.17067026,1.0
3461,JOH-UNI-c7afdb96-18,0.0,0.0
3462,JOH-UNI-44664832-1,0.28244773,0.0
3463,JOH-UNI-44664832-2,0.17917596,0.0
3464,JOH-UNI-44664832-3,0.17917596,0.0
3465,MAR-UNI-c84db004-1,1.0,
3466,MAR-UNI-c84db004-2,0.17459963,2.0
3467,MAR-UNI-c84db004-3,0.61930466,
3468,MAR-UNI-c84db004-4,0.80721056,
3469,MAR-UNI-c84db004-5,0.17203885,2.0
3470,MAR-UNI-c84db004-6,0.6326621,
3471,MAR-UNI-c84db004-7,0.08337944,1.0
3472,MAR-UNI-c84db004-8,0.1907812,0.0
3473,MAR-UNI-c84db004-9,0.0,0.0
3474,MAR-UNI-c84db004-10,1.0,
3475,MAR-UNI-c84db004-11,0.10986123,0.0
3476,MAR-UNI-c84db004-12,0.0,0.0
3477,MAR-UNI-c84db004-13,1.0,
3478,MAR-UNI-c84db004-14,0.42670754,3.0
3479,MAR-UNI-c84db004-15,0.8610189,
3480,MAR-UNI-c84db004-16,0.45326224,4.0
3481,MAR-UNI-c84db004-17,0.0,0.0
3482,MAR-UNI-c84db004-18,0.27526605,3.0
3483,MAR-UNI-c84db004-19,0.1981123,0.0
3484,MAR-UNI-c84db004-20,0.28060263,2.0
3485,MAX-MCD-98db36d7-1,0.9817988,
3486,MAX-MCD-16e3709a-1,0.31406265,2.0
3487,ABB-MCD-f8003a30-1,0.0,0.0
3488,ABB-MCD-f549d731-1,0.13871098,1.0
3489,JOH-UNI-42710746-1,0.4968141,
3490,ALE-MCD-a1893bfb-1,0.053581815,0.0
3491,MIK-MCD-8542a490-1,0.32625914,2.0
3492,KAY-MCD-d0fe5261-1,0.0,0.0
3493,KAY-MCD-59dc2eb3-1,0.13421705,1.0
3494,MIK-MCD-9143301b-1,0.5932605,
3495,MAK-MCD-2210d2de-1,0.8432031,
3496,ZAC-MCD-2bc172dc-1,0.084992304,1.0
3497,ALE-MCD-4ac17b19-1,0.083269745,1.0
3498,ZAC-MCD-b48cf8fd-1,0.30588084,2.0
3499,KEN-MCD-6084b33e-1,0.08481277,1.0
3500,KEN-MCD-4729dc98-1,0.32942337,2.0
3501,MAC-MCD-4707377b-1,0.6861684,
3502,MAC-MCD-76766525-1,0.43295604,3.0
3503,JOH-UNI-a5c0a47e-1,0.0,0.0
3504,JOH-UNI-a5c0a47e-2,0.0,0.0
3505,JOH-UNI-a5c0a47e-3,0.0,0.0
3506,JOH-UNI-a5c0a47e-4,0.19860005,1.0
3507,RAL-MED-9a5eb9cb-1,0.2822739,2.0
3508,RAL-MED-9a5eb9cb-2,0.19660759,1.0
3509,RAL-MED-9a5eb9cb-3,0.18481615,1.0
3510,RAL-MED-9a5eb9cb-4,0.1820119,1.0
3511,RAL-MED-9a5eb9cb-5,0.20238985,1.0
3512,RAL-MED-9a5eb9cb-6,0.23611127,1.0
3513,RAL-MED-9a5eb9cb-7,0.23046376,2.0
3514,RAL-MED-9a5eb9cb-8,0.28180176,2.0
3515,RAL-MED-9a5eb9cb-9,0.3101039,3.0
3516,RAL-MED-9a5eb9cb-10,0.2635213,2.0
3517,RAL-MED-9a5eb9cb-11,0.2376579,2.0
3518,RAL-MED-9a5eb9cb-12,0.28635108,2.0
3519,RAL-MED-9a5eb9cb-13,0.11301817,1.0
3520,RAL-MED-9a5eb9cb-14,0.25356576,2.0
3521,RAL-MED-9a5eb9cb-15,0.3096939,3.0
3522,RAL-MED-9a5eb9cb-16,0.2803929,2.0
3523,RAL-MED-9a5eb9cb-17,0.24271668,2.0
3524,RAL-MED-9a5eb9cb-18,0.22982092,2.0
3525,LON-WEI-adc59df6-1,0.21999033,1.0
3526,LON-WEI-adc59df6-2,0.13393024,0.0
3527,LON-WEI-adc59df6-3,0.13510177,0.0
3528,LON-WEI-adc59df6-4,0.13360977,0.0
3529,LON-WEI-adc59df6-5,0.17052045,1.0
3530,LON-WEI-adc59df6-6,0.20457482,0.0
3531,LON-WEI-adc59df6-7,0.21734801,1.0
3532,LON-WEI-adc59df6-8,0.13300672,0.0
3533,LON-WEI-adc59df6-9,0.16394997,1.0
3534,LON-WEI-adc59df6-10,0.13327691,0.0
3535,LON-WEI-adc59df6-11,0.19953488,1.0
3536,LON-WEI-adc59df6-12,0.17588632,1.0
3537,LON-WEI-adc59df6-13,0.18122402,1.0
3538,LON-WEI-adc59df6-14,0.13335827,0.0
3539,LON-WEI-adc59df6-15,0.18517187,1.0
3540,LON-WEI-adc59df6-16,0.17852369,1.0
3541,LON-WEI-adc59df6-17,0.0,0.0
3542,LON-WEI-adc59df6-18,0.13347664,0.0
3543,LON-WEI-adc59df6-19,0.21456584,1.0
3544,LON-WEI-adc59df6-20,0.16289404,1.0
3545,LON-WEI-adc59df6-21,0.13333917,0.0
3546,LON-WEI-adc59df6-22,0.17527348,1.0
3547,LON-WEI-adc59df6-23,0.17170167,1.0
3548,LON-WEI-adc59df6-24,0.3159923,3.0
3549,LON-WEI-adc59df6-25,0.17698553,1.0
3550,LON-WEI-adc59df6-26,0.1333501,0.0
3551,LON-WEI-adc59df6-27,0.13368577,0.0
3552,LON-WEI-adc59df6-28,0.17556739,1.0
3553,LON-WEI-adc59df6-29,0.17447835,1.0
3554,LON-WEI-adc59df6-30,0.1752477,1.0
3555,LON-WEI-adc59df6-31,0.17413,0.0
3556,LON-WEI-adc59df6-32,0.1735338,0.0
3557,LON-WEI-adc59df6-33,0.16310689,1.0
3558,LON-WEI-adc59df6-34,0.23680426,2.0
