,Id,SMILES,IC50,Structure ID,pdb_entry,prior,category,initial_screen,is_covalent,purchasable,inspired_by
663,GIA-UNK-d2defdc3-8,O=C(CCl)NCC(=O)C1CCCN1C(=O)C1CCCCC1,,,,False,Community,False,True,False,AAR-POS-d2a4d1df-12
664,GIA-UNK-d2defdc3-9,CN(CC(=O)C1CCCN1C(=O)c1ccccc1)C(=O)CCl,,,,False,Community,False,True,False,AAR-POS-d2a4d1df-12
665,JOH-UNI-abdb2f0c-1,O=C(Nc1cccnc1)c1ccc(N2CCCOCC2)cn1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-11,AAR-POS-d2a4d1df-19"
666,JOH-UNI-abdb2f0c-2,N#Cc1ncc(N2CCCOCC2)cc1C(=O)Nc1cccnc1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-11,AAR-POS-d2a4d1df-19"
667,JOH-UNI-abdb2f0c-3,O=C(CCl)c1ccc(N2CCCOCC2)cn1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-11,AAR-POS-d2a4d1df-19"
668,JOH-UNI-abdb2f0c-4,N#Cc1ncc(N2CCCOCC2)cc1-c1ncco1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-11,AAR-POS-d2a4d1df-19"
669,NEH-REV-83a5a839-1,CS(=O)(=O)Nc1ccc2c(c1)c(=O)n(-c1cncc(N)c1)c(=O)n2-c1ncc[nH]1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-11"
670,DAR-DIA-eace69ff-1,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2S(=O)(=O)N1CCCCC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
671,DAR-DIA-eace69ff-2,CCc1cc(OC2CCN(C)CC2)c2c(c1)c(CN(C)C)cn2C(=O)c1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
672,DAR-DIA-eace69ff-3,CCc1cc(OC2CCCCC2)c2c(S(=O)(=O)c3ccccc3)cn(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
673,DAR-DIA-eace69ff-4,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2CCN1CCN(C)CC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
674,DAR-DIA-eace69ff-5,CCc1cc(NC2CCCCC2)c2c(c1)c(CN(C)C)cn2S(=O)(=O)N1CCCCC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
675,DAR-DIA-eace69ff-6,CCc1cc(NC2CCCCC2)c2c(c1)c(CN(C)C)cn2C(=O)c1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
676,DAR-DIA-eace69ff-7,CCc1cc(OC2CCN(C)CC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
677,DAR-DIA-eace69ff-8,CSc1cc(OC2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
678,DAR-DIA-eace69ff-9,CCc1cc(OC2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
679,DAR-DIA-eace69ff-10,CCc1cc(C2CCCCCC2)c2c(c1)c(CN(C)C)cn2C(=O)c1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
680,DAR-DIA-eace69ff-11,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2C(=O)c1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
681,DAR-DIA-eace69ff-12,CCc1cc(N2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
682,DAR-DIA-eace69ff-13,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2CC1CCCCC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
683,DAR-DIA-eace69ff-14,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
684,DAR-DIA-eace69ff-15,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2C(=O)C1=CC=CC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
685,DAR-DIA-eace69ff-16,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2C1CCCCC1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
686,DAR-DIA-eace69ff-17,CCc1cc(NC2CCCCC2)c2c(c1)c(CN(C)C)cn2C(C)=O,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
687,DAR-DIA-eace69ff-18,CCc1cc(OC2CCCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
688,DAR-DIA-eace69ff-19,CCc1cc(OC2CCCCC2)c2cncc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
689,DAR-DIA-eace69ff-20,CCc1ccc2c(c1)c(CN(C)C)cn2C(=O)c1ccccc1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
690,DAR-DIA-eace69ff-21,COc1cc(N2CCCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
691,DAR-DIA-eace69ff-22,CN(C)Cc1c[nH]c2c(N3CCCCCC3)cc(CF)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
692,DAR-DIA-eace69ff-23,CN(C)Cc1c[nH]c2c(N3CCCCCC3)cc(CCl)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
693,DAR-DIA-eace69ff-24,CCc1cc(NC2CCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
694,DAR-DIA-eace69ff-25,CCc1cc(N2CCCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
695,DAR-DIA-eace69ff-26,CCc1cc(N2CCCCCC2)c2ccn(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
696,DAR-DIA-eace69ff-27,CCc1cc(OC2CCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
697,DAR-DIA-eace69ff-28,CCc1cc(N2CCCCCC2)c2scc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
698,DAR-DIA-eace69ff-29,CCc1cc(CC2CCCCC2)c2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
699,DAR-DIA-eace69ff-30,CN(C)Cc1c[nH]c2c(N3CCCCCC3)cc(F)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
700,DAR-DIA-eace69ff-31,CN(C)Cc1c[nH]c2c(N3CCCCCC3)cc(Cl)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
701,DAR-DIA-eace69ff-32,CN(C)Cc1c[nH]c2c(-c3ccccc3)cc(F)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
702,DAR-DIA-eace69ff-33,CN(C)Cc1c[nH]c2c(C3=CC=CC3)cc(F)cc12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
703,DAR-DIA-eace69ff-34,CCCc1cc(CC)cc2c(CN(C)C)c[nH]c12,,,,False,Core,False,False,False,AAR-POS-d2a4d1df-2
704,DAR-DIA-eace69ff-35,COc1ccc2[nH]cc(CN(C)C)c2c1,,,,False,Core,False,False,True,AAR-POS-d2a4d1df-2
705,DAR-DIA-eace69ff-36,CNCc1c[nH]c2ccc(F)cc12,,x3351,,False,Core,False,False,True,AAR-POS-d2a4d1df-2
706,DAR-DIA-eace69ff-37,CNCc1c[nH]c2ccc(Cl)cc12,,,,False,Core,False,False,True,AAR-POS-d2a4d1df-2
707,BEN-VAN-ed886787-1,CCNc1ccc(F)c(Cc2cccc(NCC(=O)Nc3cccnc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
708,BEN-VAN-ed886787-2,CCNc1ccc(F)c(Cc2cc(F)cc(NCC(=O)Nc3cccnc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
709,BEN-VAN-ed886787-3,CCNc1ccc(F)c(Cc2cc(Cl)cc(NCC(=O)Nc3cccnc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
710,BEN-VAN-ed886787-4,C=CC(=O)NC(=O)CNc1cc(F)cc(Cc2nc(NCC)ccc2F)c1,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
711,BEN-VAN-ed886787-5,CCNc1ccc(F)c(Cc2cc(F)cc(NCC(=O)Nc3ccc(F)nc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
712,BEN-VAN-ed886787-6,CCNc1ccc(F)c(Cc2cc(Cl)cc(NCC(=O)Nc3ccc(F)nc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
713,BEN-VAN-ed886787-7,CCNc1ccc(F)c(Cc2cc(C)cc(NCC(=O)Nc3ccc(F)nc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
714,BEN-VAN-ed886787-8,CCNc1ccc(F)c(Cc2cc(CC)cc(NCC(=O)Nc3ccc(F)nc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
715,BEN-VAN-ed886787-9,CCNc1ccc(F)c(Cc2cc(CC)cc(NCC(=O)Nc3cccnc3)c2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
716,BEN-VAN-ed886787-10,C=CC(=O)NC(=O)CNc1cc(C)cc(Cc2nc(NCC)ccc2F)c1,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
717,BEN-VAN-ed886787-11,CCNc1ccc(C#N)c(Cc2cc(OCC(=O)Nc3cccnc3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
718,BEN-VAN-ed886787-12,C=CC(=O)NC(=O)CNc1cc(CC)cc(Cc2nc(NCC)ccc2F)c1,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
719,BEN-VAN-ed886787-13,CCNc1ccc(C#N)c(Cc2cc(NCC(=O)Nc3cccnc3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
720,BEN-VAN-ed886787-14,CCNc1ccc(F)c(Cc2cc(OCC(=O)Nc3cccnc3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
721,BEN-VAN-ed886787-15,CCNc1ccc(F)c(Cc2cc(NCC(=O)Nc3cccnc3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
722,BEN-VAN-ed886787-16,CCNc1ccc(F)c(Cc2cc(NCC(=O)Nc3ccc(F)nc3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
723,BEN-VAN-ed886787-17,CCNc1ccc(F)c(Cc2cc(NCC(=O)Nc3cccc(C(F)(F)F)c3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
724,BEN-VAN-ed886787-18,CCNc1ccc(F)c(Cc2cc(NCC(=O)Nc3cccc(Cl)c3)ccc2Cl)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
725,BEN-VAN-ed886787-19,C=CC(=O)NC(=O)CNc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
726,BEN-VAN-ed886787-20,C=CC(=O)NC(=O)COc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-11"
727,JOH-MSK-1fa17de7-1,N#Cc1ccc2[nH]c(S(N)(=O)=O)cc2c1,,,,False,Core,False,False,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-15"
728,JOH-MSK-2d8052dc-1,CC(=O)NCCc1c[nH]c2c(C3CN(C(C)=O)Cc4ccccc43)cc(C#N)cc12,,,,False,Core,False,False,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-5,AAR-POS-0daf6b7e-14"
729,ABH-HOE-1cbf6cd9-1,N=C(N)NCCCC(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-1
730,ABH-HOE-1cbf6cd9-2,N=C(N)NCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)CN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-1
731,ABH-HOE-1cbf6cd9-3,NCCCC(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-1
732,ABH-HOE-1cbf6cd9-4,CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-1
733,JAN-GHE-fd8d85a5-1,CCNc1ncc(C#N)cc1CN1CCN(C(C)=O)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
734,JAN-GHE-fd8d85a5-2,CC#Cc1cnc(Nc2ccccc2)c(CN2CCN(C(C)=O)CC2)c1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
735,JAN-GHE-fd8d85a5-3,CC(=O)N1CCN(Cc2cc(Cl)cnc2NCCO)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
736,JAN-GHE-fd8d85a5-4,CCNc1ncc(C#N)cc1CN1CC2(C1)CN(C(C)=O)C2,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
737,JAN-GHE-fd8d85a5-5,CCNc1ncc(C#N)cc1CN1C[C@H]2CN(C(C)=O)C[C@H]2C1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
738,JAN-GHE-fd8d85a5-6,CCNc1ncc(C#N)cc1CN1CCCN(C(C)=O)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
739,JAN-GHE-fd8d85a5-7,CCNc1ccc(C#N)cc1C(=O)N1CCN(C(C)=O)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
740,JAN-GHE-fd8d85a5-8,CC(=O)N1CCN(Cc2cc(C#N)ccc2NC2CC2)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
741,JAN-GHE-fd8d85a5-9,CC#Cc1ccc(NCC)c(CN2CCN(C(C)=O)CC2)c1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
742,JAN-GHE-fd8d85a5-10,CCNc1ccc(F)cc1CN1CCN(C(C)=O)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
743,JAN-GHE-fd8d85a5-11,CC(=O)NCCNCc1cc(C#N)cnc1NC1CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
744,JAN-GHE-fd8d85a5-12,CC(=O)N1CCN(Cc2cc(C#N)ccc2CNC(=O)N2CCOCC2)CC1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,AAR-POS-d2a4d1df-21"
745,GIA-UNK-30c7cb75-1,O=C(C1CCN(c2ccncc2)CC1)N1CCCCC1,,,,False,Community,False,False,True,AAR-POS-d2a4d1df-12
746,GIA-UNK-30c7cb75-2,O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,,,,False,Community,False,False,True,AAR-POS-d2a4d1df-12
747,GIA-UNK-30c7cb75-3,O=C(C1CCN(c2ccncc2)CC1)N1CCS(=O)(=O)CC1,,,,False,Community,False,False,True,AAR-POS-d2a4d1df-12
748,GIA-UNK-30c7cb75-4,O=C(C1CCCN(c2ccncc2)C1)N1CCCCC1,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-12
749,GIA-UNK-30c7cb75-5,O=C(C1CCCN(c2ccncc2)C1)N1CCOCC1,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-12
750,GIA-UNK-30c7cb75-6,O=C(C1CCCN(c2ccncc2)C1)N1CCS(=O)(=O)CC1,,,,False,Community,False,False,False,AAR-POS-d2a4d1df-12
751,NIR-THE-c331be7a-1,Nc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,9.23,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
752,NIR-THE-c331be7a-2,N#Cc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,1.17,x10678,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
753,NIR-THE-c331be7a-3,CC(=O)NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
754,NIR-THE-c331be7a-4,NC(=O)Cc1ccccc1C1CN(C(=O)CCl)Cc2ccccc21,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
755,NIR-THE-c331be7a-5,NS(=O)(=O)c1ccc2ccc(C3CN(C(=O)CCl)Cc4ccccc43)cc2c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
756,NIR-THE-c331be7a-6,Cc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,2.0,x10513,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-14"
757,NIR-THE-0d6461ce-1,Cc1cccc(NC2CCN(C(=O)CCl)CC2)c1,,,,False,Core,False,True,True,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
758,NIR-THE-0d6461ce-2,CC(=O)NCCc1c[nH]c2c(CC3CCN(C(=O)CCl)CC3)cc(F)cc12,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
759,NIR-THE-0d6461ce-3,CC(=O)NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
760,NIR-THE-0d6461ce-4,NS(=O)(=O)c1ccc2ccc(CC3CCN(C(=O)CCl)CC3)cc2c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
761,NIR-THE-0d6461ce-5,NS(=O)(=O)c1ccc2ccc(NC3CCN(C(=O)CCl)CC3)cc2c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
762,NIR-THE-0d6461ce-6,CCNc1ncc(C#N)cc1CC1CCN(C(=O)CCl)CC1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
763,NIR-THE-0d6461ce-7,CCNc1ncc(C#N)cc1NC1CCN(C(=O)CCl)CC1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
764,NIR-THE-0d6461ce-8,Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,3.57,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
765,NIR-THE-0d6461ce-9,Cc1cc(Cl)cc(NC2CCN(C(=O)CCl)CC2)c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
766,NIR-THE-0d6461ce-10,Cc1cccc(N(c2ccc(Br)s2)C2CCN(C(=O)CCl)CC2)c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
767,NIR-THE-0d6461ce-11,Cc1cccc(N(c2ccc(Cl)s2)C2CCN(C(=O)CCl)CC2)c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
768,NIR-THE-0d6461ce-12,Cc1cccc(N(c2ccc(N)s2)C2CCN(C(=O)CCl)CC2)c1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-2,MAT-POS-7dfc56d9-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-24,MED-COV-4280ac29-15,MED-COV-4280ac29-31,AAR-POS-0daf6b7e-2"
769,NIR-THE-99f25457-1,NC(=O)C1CCC(CC(NC(=O)CCl)c2cccc3ccccc23)C1c1ccsc1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-33,AAR-POS-d2a4d1df-39,AAR-POS-d2a4d1df-14,AAR-POS-0daf6b7e-20"
770,NIR-THE-99f25457-2,NC(=O)C1CC2(CCCN(C(=O)CCl)C2)CC1c1ccsc1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-33,AAR-POS-d2a4d1df-39,AAR-POS-d2a4d1df-14,AAR-POS-0daf6b7e-20"
771,NIR-THE-99f25457-3,NC(=O)C1CCCC1c1ccccc1CNC(=O)CCl,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-33,AAR-POS-d2a4d1df-39,AAR-POS-d2a4d1df-14,AAR-POS-0daf6b7e-20"
772,NIR-THE-99f25457-4,NC(=O)C1CC(c2ccnc(Cl)c2NC(=O)CCl)CC1c1ccsc1,,,,False,Core,False,True,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-33,AAR-POS-d2a4d1df-39,AAR-POS-d2a4d1df-14,AAR-POS-0daf6b7e-20"
773,NIR-THE-ed286faa-1,CC(=O)N(CCc1ccc(C(=O)N2CCSCC2)cc1NC(=O)CCl)c1cnccc1C,,,,False,Core,False,True,False,"MAK-UNK-6435e6c2-8,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-38"
774,NIR-THE-ed286faa-2,CCNc1ncc(C#N)c2ccc(N(C(=O)CCl)c3cccc(C(=O)N4CCSCC4)c3)cc12,,,,False,Core,False,True,False,"MAK-UNK-6435e6c2-8,AAR-POS-d2a4d1df-5,AAR-POS-d2a4d1df-38"
775,STE-NAN-bafe64f0-1,CN1c2cc(S(N)(=O)=O)ccc2CC[C@@H]1c1ccn(C[C@@H]2CCOC2)n1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-38"
776,STE-NAN-bafe64f0-2,CN1c2cc(S(=O)(=O)C3=CCC=C3)ccc2CC[C@@H]1c1ncn(C[C@@H]2CCOC2)c1Cc1cnco1,,,,False,Community,False,False,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-38"
777,STE-NAN-bafe64f0-3,CS(=O)(=O)N(C[C@H]1CCN2c3cc(S(N)(=O)=O)ccc3CC[C@@H]2C1)C1=CCC([C@H](O)N2CCSCC2)=C1NC(=O)CCl,,,,False,Community,False,True,False,"AAR-POS-d2a4d1df-1,AAR-POS-d2a4d1df-4,AAR-POS-d2a4d1df-38"
